"ref_area","ref_area.label","source","source.label","indicator","indicator.label","sex","sex.label","classif1","classif1.label","time","obs_value","note_classif","note_classif.label"
"WSM","Samoa","XA:6406","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",21.1,,
"X01","World","XA:15917","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",46.9,,
"X01","World","XA:15917","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",45.2,,
"X02","World: Low income","XA:15906","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",13.4,,
"X03","World: Lower-middle income","XA:15921","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",24.9,,
"X04","World: Upper-middle income","XA:15946","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",64,,
"X05","World: High income","XA:15924","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",85.4,,
"X06","Africa","XA:15909","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",17.4,,
"X10","Northern Africa","XA:15928","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",33.8,,
"X10","Northern Africa","XA:15928","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",39.2,,
"X13","Sub-Saharan Africa","XA:15902","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",13.7,,
"X13","Sub-Saharan Africa","XA:15902","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",12.9,,
"X17","Central Africa","XA:15932","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",11.2,,
"X18","Eastern Africa","XA:15913","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",10.6,,
"X18","Eastern Africa","XA:15913","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",11.1,,
"X19","Southern Africa","XA:15936","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",45.6,,
"X19","Southern Africa","XA:15936","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",43.7,,
"X20","Western Africa","XA:15899","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",13,,
"X20","Western Africa","XA:15899","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",8.7,,
"X21","Americas","XA:15940","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",64.3,,
"X26","Latin America and the Caribbean","XA:15905","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",56.3,,
"X26","Latin America and the Caribbean","XA:15905","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",61.4,,
"X31","Caribbean","XA:15918","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",38.3,,
"X31","Caribbean","XA:15918","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",65.1,,
"X32","Central America","XA:15900","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",52,,
"X32","Central America","XA:15900","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",67.2,,
"X33","South America","XA:15920","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",59.9,,
"X33","South America","XA:15920","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",58.7,,
"X34","Northern America","XA:15907","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",78.5,,
"X34","Northern America","XA:15907","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",78.5,,
"X36","Arab States","XA:15922","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",40,,
"X40","Asia and the Pacific","XA:15947","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",44.1,,
"X45","Eastern Asia","XA:15923","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",72.3,,
"X45","Eastern Asia","XA:15923","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",64.1,,
"X49","South-Eastern Asia and the Pacific","XA:15908","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",61.5,,
"X54","South-Eastern Asia","XA:15925","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",33.2,,
"X54","South-Eastern Asia","XA:15925","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",45.7,,
"X55","Pacific Islands","XA:15901","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",77.3,,
"X56","Southern Asia","XA:15927","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",22.8,,
"X56","Southern Asia","XA:15927","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",14.2,,
"X60","Europe and Central Asia","XA:15910","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",83.9,,
"X64","Northern, Southern and Western Europe","XA:15929","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",90.4,,
"X67","Northern Europe","XA:15898","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",94.2,,
"X67","Northern Europe","XA:15898","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",94.3,,
"X68","Southern Europe","XA:15931","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",76.1,,
"X68","Southern Europe","XA:15931","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",84.1,,
"X69","Western Europe","XA:15912","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",99.2,,
"X69","Western Europe","XA:15912","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",99.2,,
"X70","Eastern Europe","XA:15933","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",84.6,,
"X70","Eastern Europe","XA:15933","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",83.6,,
"X74","Central Asia","XA:15903","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",56.5,,
"X74","Central Asia","XA:15903","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",59.3,,
"X78","Central and Western Asia","XA:15935","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",66.9,,
"X79","Western Asia","XA:15914","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",73.9,,
"X79","Western Asia","XA:15914","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",54.9,,
"X83","G20","XA:15937","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",57.8,,
"X85","BRICS","XA:15897","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",51.4,,
"X88","G7","XA:15939","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",87.4,,
"X89","MENA","XA:15916","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",12.1,,
"X90","Arab League","XA:15941","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",35.1,,
"YEM","Yemen","XA:6630","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",2.8,,
"ZAF","South Africa","XA:6632","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",49.3,,
"ZAF","South Africa","XA:6632","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",47.8,,
"ZMB","Zambia","XA:6511","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",24.6,,
"ZMB","Zambia","XA:6511","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2016",15.3,,
"ZWE","Zimbabwe","XA:6634","ILO - Social Security Inquiry Database","SDG_0131_SEX_SOC_RT","SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%)","SEX_T","Sex: Total","SOC_CONTIG_TOTAL","Contingency: Population covered by at least one social protection benefit","2020",16.3,,
